Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,lat,lon
3,3,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",202,3566000, Cairo,Egypt,buy,56093180,Apartment, New Cairo City,30.06310285,31.45544748
3,4,"Etapa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",64,4900000, Giza,Egypt,buy,77077000,Villa, Sheikh Zayed City,30.048347,30.9832235
6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",166,9800000, Cairo,Egypt,buy,154154000,Villa, New Cairo City,30.06310285,31.45544748
2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",464,1850000, Cairo,Egypt,buy,29100500,Penthouse, New Cairo City,30.06310285,31.45544748
3,4,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",310,4500000, Cairo,Egypt,buy,70785000,iVilla, New Cairo City,30.02012785,31.49822063
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,3340000, Cairo,Egypt,buy,52538200,Apartment, New Cairo City,30.06310285,31.45544748
3,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,2000000, Cairo,Egypt,buy,31460000,Apartment, New Cairo City,30.06310285,31.45544748
4,4,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",580,28000000, Cairo,Egypt,buy,440440000,Villa, New Cairo City,30.06310285,31.45544748
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",265,10000000, Cairo,Egypt,buy,157300000,Villa, New Cairo City,30.06310285,31.45544748
4,4,"Royal Meadows, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",425,6600000, Giza,Egypt,buy,103818000,Villa, Sheikh Zayed City,30.048347,30.9832235
5,4,"Grand Heights, Northern Expansions, 6 October City, Giza",290,4000000, Giza,Egypt,buy,62920000,Townhouse, 6 October City,30.1176285,31.367206
4,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",257,5600000, Cairo,Egypt,buy,88088000,Townhouse, New Cairo City,30.06310285,31.45544748
2,2,"Azha, Al Ain Al Sokhna, Suez",100,699000, Suez,Egypt,buy,10995270,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
5,7+,"Ofok, Cairo Alexandria Desert Road, 6 October City, Giza","1,500",6000000, Giza,Egypt,buy,94380000,Villa, 6 October City,30.1176285,31.367206
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",203,3235000, Cairo,Egypt,buy,50886550,Apartment, New Cairo City,30.06310285,31.45544748
5,5,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,36000000, Cairo,Egypt,buy,566280000,Villa, New Cairo City,30.06310285,31.45544748
1,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",125,743000, Cairo,Egypt,buy,11687390,Apartment, New Cairo City,30.02012785,31.49822063
5,4,"River Walk, North Investors Area, New Cairo City, Cairo",450,7000000, Cairo,Egypt,buy,110110000,Twin House, New Cairo City,30.02012785,31.49822063
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",199,2150000, Cairo,Egypt,buy,33819500,Apartment, New Cairo City,30.06310285,31.45544748
1,1,"Abu Soma Resort, Safaga, Hurghada, Red Sea",85,1750000, Red Sea,Egypt,buy,27527500,Apartment, Hurghada,30.0582499,31.3015861
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,5700000, Cairo,Egypt,buy,89661000,Twin House, New Cairo City,30.06310285,31.45544748
4,4,"Midtown, South Investors Area, New Cairo City, Cairo",260,2850000, Cairo,Egypt,buy,44830500,Apartment, New Cairo City,30.02012785,31.49822063
5,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",375,7300000, Cairo,Egypt,buy,114829000,Villa, New Cairo City,30.06310285,31.45544748
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,4287000, Cairo,Egypt,buy,67434510,Townhouse, New Cairo City,30.06310285,31.45544748
3,3,"West Hills Residence, Ring Road, 6 October City, Giza",290,3600000, Giza,Egypt,buy,56628000,Duplex, 6 October City,30.1176285,31.367206
4,3,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",380,3800000, Cairo,Egypt,buy,59774000,Duplex, New Cairo City,30.02012785,31.49822063
4,4,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",303,5850000, Giza,Egypt,buy,92020500,Twin House, Sheikh Zayed City,30.1594337,31.76047531
2,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",127,2100000, Cairo,Egypt,buy,33033000,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",191,4366000, Cairo,Egypt,buy,68677180,Apartment, New Cairo City,30.06310285,31.45544748
2,3,"IL Monte Galala, Al Ain Al Sokhna, Suez",195,2522666, Suez,Egypt,buy,39681536.18,Twin House, Al Ain Al Sokhna,30.0742818,31.54437395
3,4,"Cairo Gate, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",300,9500000, Giza,Egypt,buy,149435000,Townhouse, Sheikh Zayed City,30.048347,30.9832235
3,3,"Diar 2, 6 October Compounds, 6 October City, Giza",165,1980000, Giza,Egypt,buy,31145400,Apartment, 6 October City,30.1176285,31.367206
4,3,"The MarQ, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,5100000, Cairo,Egypt,buy,80223000,Villa, New Cairo City,30.06310285,31.45544748
3,3,"Al Thawra St., Dokki, Giza",185,2500000, Giza,Egypt,buy,39325000,Apartment, Dokki,30.0170039,31.2134508
1,1,"Baymount, Al Ain Al Sokhna, Suez",52,690000, Suez,Egypt,buy,10853700,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",174,1800000, Cairo,Egypt,buy,28314000,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"IL Monte Galala, Al Ain Al Sokhna, Suez",175,4700000, Suez,Egypt,buy,73931000,Twin House, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"Azha, Al Ain Al Sokhna, Suez",100,1233000, Suez,Egypt,buy,19395090,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",130,1950000, Cairo,Egypt,buy,30673500,Apartment, New Cairo City,30.06310285,31.45544748
2,2,"Veranda, Sahl Hasheesh, Hurghada, Red Sea",140,1900000, Red Sea,Egypt,buy,29887000,Chalet, Hurghada,30.0582499,31.3015861
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3700000, Cairo,Egypt,buy,58201000,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",189,3150000, Cairo,Egypt,buy,49549500,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",168,1976500, Cairo,Egypt,buy,31090345,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",176,1550000, Cairo,Egypt,buy,24381500,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",235,5000000, Giza,Egypt,buy,78650000,Twin House, Sheikh Zayed City,30.1594337,31.76047531
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",225,6750000, Cairo,Egypt,buy,106177500,Townhouse, New Cairo City,30.06310285,31.45544748
2,2,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1985200, Cairo,Egypt,buy,31227196,Apartment, New Cairo City,30.06310285,31.45544748
5,5,"Degla Square, Degla, Hay El Maadi, Cairo",300,3500000, Cairo,Egypt,buy,55055000,Apartment, Hay El Maadi,29.9925522,31.2793916
3,3,"Al Ein Bay, Al Ain Al Sokhna, Suez",200,4000000, Suez,Egypt,buy,62920000,Twin House, Al Ain Al Sokhna,30.0742818,31.54437395
5,4,"Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",603,9500000, Giza,Egypt,buy,149435000,Villa, 6 October City,30.1176285,31.367206
6,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",314,7200000, Cairo,Egypt,buy,113256000,Twin House, New Cairo City,30.06310285,31.45544748
2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",142,2600000, Cairo,Egypt,buy,40898000,Apartment, New Cairo City,30.06310285,31.45544748
1,2,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",100,1790000, Giza,Egypt,buy,28156700,Apartment, 6 October City,30.1176285,31.367206
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",197,2960000, Cairo,Egypt,buy,46560800,Apartment, New Cairo City,30.06310285,31.45544748
6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,10000000, Cairo,Egypt,buy,157300000,Villa, New Cairo City,30.06310285,31.45544748
3,4,"Mountain View 3, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",262,5600000, Cairo,Egypt,buy,88088000,Villa, New Cairo City,30.06310285,31.45544748
2,2,"Azha, Al Ain Al Sokhna, Suez",100,1974000, Suez,Egypt,buy,31051020,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
1,2,"Blue Bay Asia, Al Ain Al Sokhna, Suez",100,1200000, Suez,Egypt,buy,18876000,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
4,4,"Palm Hills Golf Views, Cairo Alexandria Desert Road, 6 October City, Giza",309,6800000, Giza,Egypt,buy,106964000,Townhouse, 6 October City,30.1176285,31.367206
5,6,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",515,15500000, Giza,Egypt,buy,243815000,Villa, Sheikh Zayed City,30.048347,30.9832235
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",435,7900000, Cairo,Egypt,buy,124267000,Villa, New Cairo City,30.06310285,31.45544748
4,4,"Ancient Sands Resort, Al Gouna, Hurghada, Red Sea",190,9500000, Red Sea,Egypt,buy,149435000,Villa, Hurghada,30.0582499,31.3015861
2,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",255,4200000, Cairo,Egypt,buy,66066000,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Jedar, 6 October Compounds, 6 October City, Giza",190,2650000, Giza,Egypt,buy,41684500,Apartment, 6 October City,30.1176285,31.367206
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,2500000, Cairo,Egypt,buy,39325000,iVilla, New Cairo City,30.06310285,31.45544748
2,3,"IL Monte Galala, Al Ain Al Sokhna, Suez",220,5900000, Suez,Egypt,buy,92807000,Villa, Al Ain Al Sokhna,30.0742818,31.54437395
3,3,"Porto New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",180,3000000, Cairo,Egypt,buy,47190000,Duplex, New Cairo City,30.06310285,31.45544748
3,4,"The Sierras, Uptown Cairo, Mokattam, Cairo",310,6150000, Cairo,Egypt,buy,96739500,Duplex, Mokattam,30.033333,31.283333
3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",145,223800, Cairo,Egypt,buy,3520374,Apartment, New Cairo City,30.02012785,31.49822063
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,430000, Cairo,Egypt,buy,6763900,iVilla, New Cairo City,30.06310285,31.45544748
2,3,"Street 2, District 1, The 5th Settlement, New Cairo City, Cairo",205,2050000, Cairo,Egypt,buy,32246500,Apartment, New Cairo City,30.06310285,31.45544748
1,2,"IL Monte Galala, Al Ain Al Sokhna, Suez",92,1430000, Suez,Egypt,buy,22493900,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",125,2000000, Cairo,Egypt,buy,31460000,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Baymount, Al Ain Al Sokhna, Suez",220,5900000, Suez,Egypt,buy,92807000,Villa, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",153,3200000, Giza,Egypt,buy,50336000,Penthouse, 6 October City,30.1176285,31.367206
3,3,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",200,2600000, Cairo,Egypt,buy,40898000,Penthouse, New Cairo City,30.02012785,31.49822063
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,9250000, Cairo,Egypt,buy,145502500,Villa, New Cairo City,30.06310285,31.45544748
2,3,"Al Hayat Resort, Al Ain Al Sokhna, Suez",187,1100000, Suez,Egypt,buy,17303000,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9000000, Cairo,Egypt,buy,141570000,Villa, New Cairo City,30.06310285,31.45544748
1,3,"Baymount, Al Ain Al Sokhna, Suez",144,1800000, Suez,Egypt,buy,28314000,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
2,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",125,2150000, Cairo,Egypt,buy,33819500,Apartment, New Cairo City,30.06310285,31.45544748
4,4,"Al Jazeera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",380,8500000, Cairo,Egypt,buy,133705000,Villa, New Cairo City,30.06310285,31.45544748
1,1,"Mangroovy Residence, Al Gouna, Hurghada, Red Sea",105,3700000, Red Sea,Egypt,buy,58201000,Apartment, Hurghada,30.0582499,31.3015861
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3950000, Cairo,Egypt,buy,62133500,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3300000, Cairo,Egypt,buy,51909000,Apartment, New Cairo City,30.06310285,31.45544748
5,7,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",630,15250000, Cairo,Egypt,buy,239882500,Apartment, New Cairo City,30.06310285,31.45544748
2,2,"Abdel Moneim Riad St., Mohandessin, Giza",130,1800000, Giza,Egypt,buy,28314000,Apartment, Mohandessin,30.0170039,31.2134508
6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",372,10000000, Cairo,Egypt,buy,157300000,Villa, New Cairo City,30.06310285,31.45544748
6,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,11800000, Cairo,Egypt,buy,185614000,Villa, New Cairo City,30.06310285,31.45544748
2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",134,2350000, Cairo,Egypt,buy,36965500,Apartment, New Cairo City,30.06310285,31.45544748
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6500000, Cairo,Egypt,buy,102245000,Townhouse, New Cairo City,30.06310285,31.45544748
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,7000000, Cairo,Egypt,buy,110110000,Twin House, New Cairo City,30.06310285,31.45544748
4,4,"Palm Hills   Palm Valley, 26th of July Corridor, 6 October City, Giza",244,5000000, Giza,Egypt,buy,78650000,Townhouse, 6 October City,30.1176285,31.367206
4,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,6000000, Cairo,Egypt,buy,94380000,Villa, New Cairo City,30.06310285,31.45544748
3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",270,3700000, Cairo,Egypt,buy,58201000,Townhouse, New Cairo City,30.06310285,31.45544748
4,5,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",427,6000000, Giza,Egypt,buy,94380000,Twin House, Sheikh Zayed City,30.1594337,31.76047531
2,3,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",164,900000, Cairo,Egypt,buy,14157000,Apartment, New Cairo City,30.06310285,31.45544748
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",450,5700000, Cairo,Egypt,buy,89661000,Duplex, Hay El Maadi,30.048819,31.243666
3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",127,1950000, Cairo,Egypt,buy,30673500,Apartment, New Cairo City,30.06310285,31.45544748
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,5600000, Cairo,Egypt,buy,88088000,Townhouse, New Cairo City,30.06310285,31.45544748
3,3,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",190,2900000, Giza,Egypt,buy,45617000,Apartment, Sheikh Zayed City,30.048347,30.9832235
3,3,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",287,6400000, Cairo,Egypt,buy,100672000,Townhouse, Mokattam,30.033333,31.283333
5,5,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",560,9800000, Cairo,Egypt,buy,154154000,Villa, New Cairo City,30.06310285,31.45544748
2,3,"Baymount, Al Ain Al Sokhna, Suez",126,1800000, Suez,Egypt,buy,28314000,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,1780000, Cairo,Egypt,buy,27999400,Apartment, New Cairo City,30.06310285,31.45544748
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",265,7150000, Cairo,Egypt,buy,112469500,Villa, New Cairo City,30.06310285,31.45544748
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,5250000, Cairo,Egypt,buy,82582500,Townhouse, New Cairo City,30.06310285,31.45544748
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,7400000, Cairo,Egypt,buy,116402000,Twin House, New Cairo City,30.06310285,31.45544748
5,6,"Fifth Square, North Investors Area, New Cairo City, Cairo",347,557500, Cairo,Egypt,buy,8769475,Villa, New Cairo City,30.02012785,31.49822063
2,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",195,3331250, Cairo,Egypt,buy,52400562.5,Apartment, New Cairo City,30.06310285,31.45544748
4,4,"Sodic East, 6th District, New Heliopolis, Cairo",234,4497000, Cairo,Egypt,buy,70737810,Townhouse, New Heliopolis,30.1180968,31.6925603
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,9000000, Cairo,Egypt,buy,141570000,Villa, New Cairo City,30.06310285,31.45544748
2,2,"The Village, South Investors Area, New Cairo City, Cairo",146,2850000, Cairo,Egypt,buy,44830500,Apartment, New Cairo City,30.02012785,31.49822063
3,3,"The Sierras, Uptown Cairo, Mokattam, Cairo",186,4200000, Cairo,Egypt,buy,66066000,Apartment, Mokattam,30.033333,31.283333
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,4200000, Cairo,Egypt,buy,66066000,Apartment, New Cairo City,30.06310285,31.45544748
2,3,"Swan Lake, Al Gouna, Hurghada, Red Sea",133,3000000, Red Sea,Egypt,buy,47190000,Chalet, Hurghada,30.0582499,31.3015861
5,4,"Landmark Village, Ext North Inves Area, New Cairo City, Cairo",340,7000000, Cairo,Egypt,buy,110110000,Twin House, New Cairo City,30.02012785,31.49822063
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",267,4300000, Cairo,Egypt,buy,67639000,Duplex, New Cairo City,30.06310285,31.45544748
4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",234,3900000, Cairo,Egypt,buy,61347000,Apartment, New Cairo City,30.06310285,31.45544748
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",557,11500000, Cairo,Egypt,buy,180895000,Villa, New Cairo City,30.06310285,31.45544748
3,3,"Al Karma 4, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",337,6000000, Giza,Egypt,buy,94380000,Twin House, Sheikh Zayed City,30.048347,30.9832235
4,3,"Joubal Lagoon, Al Gouna, Hurghada, Red Sea",154,6900000, Red Sea,Egypt,buy,108537000,Twin House, Hurghada,30.0582499,31.3015861
5,5,"Palm Hills Golf Views, Cairo Alexandria Desert Road, 6 October City, Giza",656,14000000, Giza,Egypt,buy,220220000,Villa, 6 October City,30.1176285,31.367206
4,3,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",211,6093100, Giza,Egypt,buy,95844463,Townhouse, 6 October City,30.1176285,31.367206
4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",306,5750000, Cairo,Egypt,buy,90447500,Twin House, New Cairo City,30.06310285,31.45544748
3,3,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",210,4300000, Cairo,Egypt,buy,67639000,Apartment, New Cairo City,30.06310285,31.45544748
4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",235,2427000, Cairo,Egypt,buy,38176710,Duplex, New Cairo City,30.06310285,31.45544748
7,6,"Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo","1,000",14000000, Cairo,Egypt,buy,220220000,Villa, New Cairo City,30.06310285,31.45544748
3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",159,1252000, Cairo,Egypt,buy,19693960,Apartment, New Cairo City,30.02012785,31.49822063
6,6,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",310,7250000, Cairo,Egypt,buy,114042500,Twin House, New Cairo City,30.06310285,31.45544748
5,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",600,16000000, Cairo,Egypt,buy,251680000,Villa, New Cairo City,29.9921014,31.4046293
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,5150000, Cairo,Egypt,buy,81009500,Townhouse, New Cairo City,30.06310285,31.45544748
2,2,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",102,2200000, Giza,Egypt,buy,34606000,Apartment, Sheikh Zayed City,30.048347,30.9832235
7+,7,"Palm Hills Golf Views, Cairo Alexandria Desert Road, 6 October City, Giza","1,154",37000000, Giza,Egypt,buy,582010000,Villa, 6 October City,30.1176285,31.367206
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",233,4000000, Cairo,Egypt,buy,62920000,Duplex, New Cairo City,30.06310285,31.45544748
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,17000000, Cairo,Egypt,buy,267410000,Villa, New Cairo City,29.9921014,31.4046293
5,5,"Atrio, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",254,5500000, Giza,Egypt,buy,86515000,Twin House, Sheikh Zayed City,30.048347,30.9832235
4,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,33500000, Cairo,Egypt,buy,526955000,Villa, New Cairo City,29.9921014,31.4046293
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",169,3350000, Cairo,Egypt,buy,52695500,Apartment, New Cairo City,30.06310285,31.45544748
3,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,7000000, Cairo,Egypt,buy,110110000,Townhouse, New Cairo City,30.06310285,31.45544748
3,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",495,10750000, Cairo,Egypt,buy,169097500,Villa, New Cairo City,30.06310285,31.45544748
2,2,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",175,2130000, Giza,Egypt,buy,33504900,Apartment, 6 October City,30.1176285,31.367206
3,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,8500000, Cairo,Egypt,buy,133705000,Villa, New Cairo City,30.06310285,31.45544748
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,820",55000000, Cairo,Egypt,buy,865150000,Villa, New Cairo City,29.9921014,31.4046293
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",470,8000000, Cairo,Egypt,buy,125840000,Villa, New Cairo City,30.06310285,31.45544748
5,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",274,3500000, Cairo,Egypt,buy,55055000,Apartment, New Cairo City,30.02012785,31.49822063
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9500000, Cairo,Egypt,buy,149435000,Villa, New Cairo City,30.06310285,31.45544748
3,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",431,8700000, Cairo,Egypt,buy,136851000,Duplex, New Cairo City,30.02012785,31.49822063
6,7,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",31000000, Cairo,Egypt,buy,487630000,Villa, New Cairo City,29.9921014,31.4046293
2,3,"Mosadak St., Dokki, Giza",243,3850000, Giza,Egypt,buy,60560500,Penthouse, Dokki,30.0170039,31.2134508
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,6900000, Cairo,Egypt,buy,108537000,Apartment, New Cairo City,30.02012785,31.49822063
6,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",275,3750000, Cairo,Egypt,buy,58987500,Penthouse, New Cairo City,30.02012785,31.49822063
4,4,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",470,8500000, Cairo,Egypt,buy,133705000,Twin House, New Cairo City,29.9921014,31.4046293
5,5,"Levana, Uptown Cairo, Mokattam, Cairo",810,19500000, Cairo,Egypt,buy,306735000,Villa, Mokattam,30.033333,31.283333
7,6,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",530,18500000, Giza,Egypt,buy,291005000,Villa, Sheikh Zayed City,30.048347,30.9832235
4,3,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",266,3700000, Cairo,Egypt,buy,58201000,Townhouse, New Cairo City,30.06310285,31.45544748
3,3,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",225,3350000, Giza,Egypt,buy,52695500,Duplex, Sheikh Zayed City,30.048347,30.9832235
4,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,18000000, Cairo,Egypt,buy,283140000,Villa, New Cairo City,29.9921014,31.4046293
3,4,"Street 256, Maadi, Hay El Maadi, Cairo",260,3500000, Cairo,Egypt,buy,55055000,Apartment, Hay El Maadi,29.9925522,31.2793916
2,3,"Baymount, Al Ain Al Sokhna, Suez",190,2500000, Suez,Egypt,buy,39325000,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,17500000, Cairo,Egypt,buy,275275000,Villa, New Cairo City,29.9921014,31.4046293
2,3,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",170,1100000, Cairo,Egypt,buy,17303000,Apartment, Hay El Maadi,29.9925522,31.2793916
