,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
3769,1,,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",160,40000,Cairo,Egypt,commercial,629200.0,Office Space,Hay El Maadi,29.960331300000004,31.26305504108212
3770,2,,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",400,65000,Cairo,Egypt,commercial,1022450.0,Office Space,Hay El Maadi,29.960331300000004,31.26305504108212
3771,7+,,"Palestine St., New Maadi, Hay El Maadi, Cairo","5,000",600000,Cairo,Egypt,commercial,9438000.0,Whole Building,Hay El Maadi,29.9925522,31.279391600000004
3772,7+,,"Sarayat Al Maadi, Hay El Maadi, Cairo","3,000",480000,Cairo,Egypt,commercial,7550400.0,Whole Building,Hay El Maadi,30.048819,31.243666
3773,3,,"Street 217, Degla, Hay El Maadi, Cairo",350,40000,Cairo,Egypt,commercial,629200.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3774,3,,"Brazil St., Zamalek, Cairo",220,23000,Cairo,Egypt,commercial,361790.0,Office Space,Zamalek,30.048819,31.243666
3775,2,,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",400,85000,Cairo,Egypt,commercial,1337050.0,Office Space,Nasr City,30.0521177,31.3422045
3776,3,,"El Gezirah St., Zamalek, Cairo",280,46500,Cairo,Egypt,commercial,731445.0,Office Space,Zamalek,30.048819,31.243666
3777,3,,"Street 215, Degla, Hay El Maadi, Cairo",180,30000,Cairo,Egypt,commercial,471900.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3778,7+,,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",385,85000,Cairo,Egypt,commercial,1337050.0,Whole Building,Hay El Maadi,29.960331300000004,31.26305504108212
3779,3,,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,35000,Cairo,Egypt,commercial,550550.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3780,3,,"Mohamed Mazhar St., Zamalek, Cairo",250,33000,Cairo,Egypt,commercial,519090.0,Office Space,Zamalek,30.048819,31.243666
3781,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",57,25000,Cairo,Egypt,commercial,393250.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3782,5,,"Hassan Sabri St., Zamalek, Cairo","1,200",144000,Cairo,Egypt,commercial,2265120.0,Villa,Zamalek,30.048819,31.243666
3783,3,,"Mohamed Mazhar St., Zamalek, Cairo",365,35000,Cairo,Egypt,commercial,550550.0,Office Space,Zamalek,30.048819,31.243666
3785,7+,,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,570",628000,Cairo,Egypt,commercial,9878440.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3786,7+,,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",600,150000,Cairo,Egypt,commercial,2359500.0,Whole Building,Hay El Maadi,29.960331300000004,31.26305504108212
3787,1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",550,1000,Cairo,Egypt,commercial,15730.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3788,1,,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",200,30000,Cairo,Egypt,commercial,471900.0,Office Space,Zamalek,30.048819,31.243666
3789,2,,"Brazil St., Zamalek, Cairo",200,19000,Cairo,Egypt,commercial,298870.0,Office Space,Zamalek,30.048819,31.243666
3790,1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",48,18000,Cairo,Egypt,commercial,283140.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3791,4,,"Shagaret Al Dor St., Zamalek, Cairo",400,128000,Cairo,Egypt,commercial,2013440.0,Villa,Zamalek,30.048819,31.243666
3792,2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",215,86000,Cairo,Egypt,commercial,1352780.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3793,2,,"Sarayat Al Maadi, Hay El Maadi, Cairo",410,82000,Cairo,Egypt,commercial,1289860.0,Office Space,Hay El Maadi,30.048819,31.243666
3795,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",85,35000,Cairo,Egypt,commercial,550550.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3796,1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",600,570000,Cairo,Egypt,commercial,8966100.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3797,7+,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",45,25000,Cairo,Egypt,commercial,393250.0,Shop,New Cairo City,30.02012785,31.498220627134504
3798,5,,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,800",1260000,Cairo,Egypt,commercial,19819800.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3799,2,,"Abdel Hamid Badawy St., Sheraton Al Matar, El Nozha, Cairo",700,185000,Cairo,Egypt,commercial,2910050.0,Office Space,El Nozha,30.126217600000004,31.2960869
3801,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",450,1000,Cairo,Egypt,commercial,15730.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3803,2,,"Baba Sharo St., Zamalek, Cairo",280,67000,Cairo,Egypt,commercial,1053910.0,Shop,Zamalek,30.048819,31.243666
3804,2,,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",320,100000,Cairo,Egypt,commercial,1573000.0,Shop,Hay El Maadi,29.9925522,31.279391600000004
3805,4,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",480,185000,Cairo,Egypt,commercial,2910050.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3807,2,,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",600,240000,Cairo,Egypt,commercial,3775200.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3811,2,,"Street 278, New Maadi, Hay El Maadi, Cairo",250,25000,Cairo,Egypt,commercial,393250.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3812,2,,"District 2, The 5th Settlement, New Cairo City, Cairo",450,213750,Cairo,Egypt,commercial,3362287.5,Office Space,New Cairo City,30.02012785,31.498220627134504
3813,1,,"Cairo Capital Center, North Teseen St., The 5th Settlement, New Cairo City, Cairo",51,8500,Cairo,Egypt,commercial,133705.0,Medical Facility,New Cairo City,30.06310285,31.455447475107487
3815,1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,20000,Cairo,Egypt,commercial,314600.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3817,2,,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,20000,Cairo,Egypt,commercial,314600.0,Office Space,Hay El Maadi,30.048819,31.243666
3818,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,24750,Cairo,Egypt,commercial,389317.5,Office Space,New Cairo City,30.06310285,31.455447475107487
3819,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",190,75000,Cairo,Egypt,commercial,1179750.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3820,1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,17000,Cairo,Egypt,commercial,267410.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3821,4,,"Al Gazaer Square, New Maadi, Hay El Maadi, Cairo","1,500",160000,Cairo,Egypt,commercial,2516800.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3822,1,,"Al Yasmeen St., Zamalek, Cairo",270,66000,Cairo,Egypt,commercial,1038180.0,Shop,Zamalek,30.048819,31.243666
3823,2,,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",321,96000,Cairo,Egypt,commercial,1510080.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3824,2,,"Sarayat Al Maadi, Hay El Maadi, Cairo",180,40000,Cairo,Egypt,commercial,629200.0,Office Space,Hay El Maadi,30.048819,31.243666
3825,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",62,27900,Cairo,Egypt,commercial,438867.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3826,2,,"Street 217, Degla, Hay El Maadi, Cairo",100,11000,Cairo,Egypt,commercial,173030.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3827,1,,"5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",54,13000,Cairo,Egypt,commercial,204490.0,Medical Facility,New Cairo City,30.02012785,31.498220627134504
3828,1,,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",34,18700,Cairo,Egypt,commercial,294151.0,Retail,New Cairo City,30.02012785,31.498220627134504
3829,1,,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",210,84000,Cairo,Egypt,commercial,1321320.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3830,3,,"Sarayat Al Maadi, Hay El Maadi, Cairo",365,57750,Cairo,Egypt,commercial,908407.5,Office Space,Hay El Maadi,30.048819,31.243666
3831,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",400,140000,Cairo,Egypt,commercial,2202200.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3832,2,,"The Water Way, North Investors Area, New Cairo City, Cairo",50,157000,Cairo,Egypt,commercial,2469610.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3833,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",600,20000,Cairo,Egypt,commercial,314600.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3834,7,,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",450,31660,Cairo,Egypt,commercial,498011.8,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3835,4,,"Business Plus, North Teseen St., The 5th Settlement, New Cairo City, Cairo",600,185000,Cairo,Egypt,commercial,2910050.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3836,4,,"Abdel Hamid Badawy St., Sheraton Al Matar, El Nozha, Cairo","1,050",150000,Cairo,Egypt,commercial,2359500.0,Office Space,El Nozha,30.126217600000004,31.2960869
3837,7+,,"Sarayat Al Maadi, Hay El Maadi, Cairo",38,133000,Cairo,Egypt,commercial,2092090.0,Office Space,Hay El Maadi,30.048819,31.243666
3838,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,15000,Cairo,Egypt,commercial,235950.0,Medical Facility,New Cairo City,30.06310285,31.455447475107487
3839,2,,"Cairo Medical Center CMC, North Teseen St., The 5th Settlement, New Cairo City, Cairo",103,11000,Cairo,Egypt,commercial,173030.0,Medical Facility,New Cairo City,30.06310285,31.455447475107487
3840,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo","1,650",54000,Cairo,Egypt,commercial,849420.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3841,7+,,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",130,462000,Cairo,Egypt,commercial,7267260.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3842,7+,,"Sherket Al Maady St., New Maadi, Hay El Maadi, Cairo",950,1660000,Cairo,Egypt,commercial,26111800.0,Whole Building,Hay El Maadi,29.9925522,31.279391600000004
3843,1,,"Al Worod St., Zamalek, Cairo",165,64000,Cairo,Egypt,commercial,1006720.0,Shop,Zamalek,30.048819,31.243666
3844,7+,,"Sarayat Al Maadi, Hay El Maadi, Cairo",150,80000,Cairo,Egypt,commercial,1258400.0,Villa,Hay El Maadi,30.048819,31.243666
3845,2,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",289,129000,Cairo,Egypt,commercial,2029170.0,Office Space,New Cairo City,29.9921014,31.4046293
3846,4,,"Sarayat Al Maadi, Hay El Maadi, Cairo","2,000",110810,Cairo,Egypt,commercial,1743041.3,Office Space,Hay El Maadi,30.048819,31.243666
3847,3,,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",255,142000,Cairo,Egypt,commercial,2233660.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3848,7+,,"Degla Square, Degla, Hay El Maadi, Cairo","12,573",105930,Cairo,Egypt,commercial,1666278.9,Whole Building,Hay El Maadi,29.9925522,31.279391600000004
3849,1,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",120,56000,Cairo,Egypt,commercial,880880.0,Office Space,New Cairo City,29.9921014,31.4046293
3850,7+,,"Business Plus, North Teseen St., The 5th Settlement, New Cairo City, Cairo",43,19000,Cairo,Egypt,commercial,298870.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3851,1,,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo","1,650",478500,Cairo,Egypt,commercial,7526805.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3852,3,,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,12000,Cairo,Egypt,commercial,188760.0,Office Space,Hay El Maadi,30.048819,31.243666
3853,3,,"Degla Square, Degla, Hay El Maadi, Cairo",900,55000,Cairo,Egypt,commercial,865150.0,Villa,Hay El Maadi,29.9925522,31.279391600000004
3855,1,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",75,40000,Cairo,Egypt,commercial,629200.0,Office Space,New Cairo City,29.9921014,31.4046293
3856,3,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",109,52000,Cairo,Egypt,commercial,817960.0,Office Space,New Cairo City,29.9921014,31.4046293
3857,3,,"Ring Road, Ganoob El Acadimia, New Cairo City, Cairo",480,50000,Cairo,Egypt,commercial,786500.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3858,1,,"Business Plus, North Teseen St., The 5th Settlement, New Cairo City, Cairo",540,189000,Cairo,Egypt,commercial,2972970.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3859,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",58,26000,Cairo,Egypt,commercial,408980.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3860,2,,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",260,166500,Cairo,Egypt,commercial,2619045.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3861,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,23000,Cairo,Egypt,commercial,361790.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3862,2,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",230,110000,Cairo,Egypt,commercial,1730300.0,Office Space,New Cairo City,29.9921014,31.4046293
3863,4,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",92,38000,Cairo,Egypt,commercial,597740.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3864,,,"Sarayat Al Maadi, Hay El Maadi, Cairo",400,40375,Cairo,Egypt,commercial,635098.75,Office Space,Hay El Maadi,30.048819,31.243666
3865,5,,"The Water Way, North Investors Area, New Cairo City, Cairo",255,195000,Cairo,Egypt,commercial,3067350.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3866,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,22500,Cairo,Egypt,commercial,353925.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3867,4,,"Ring Road, Ganoob El Acadimia, New Cairo City, Cairo",310,70000,Cairo,Egypt,commercial,1101100.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3868,7+,,"El Laselky St., Hay El Maadi, Cairo","1,450",298400,Cairo,Egypt,commercial,4693832.0,Whole Building,Hay El Maadi,30.048819,31.243666
3869,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",60,25000,Cairo,Egypt,commercial,393250.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3870,1,,"Al Gazaer Square, New Maadi, Hay El Maadi, Cairo",550,75000,Cairo,Egypt,commercial,1179750.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3871,7+,,"Saad Zaghloul St., El Katameya, New Cairo City, Cairo","2,450",170000,Cairo,Egypt,commercial,2674100.0,Warehouse,New Cairo City,30.02012785,31.498220627134504
3872,2,,"Misr Helwan Agriculture Road, Maadi, Hay El Maadi, Cairo","3,000",395750,Cairo,Egypt,commercial,6225147.5,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3874,4,,"Al Gazaer Square, New Maadi, Hay El Maadi, Cairo","2,590",193440,Cairo,Egypt,commercial,3042811.2,Whole Building,Hay El Maadi,29.9925522,31.279391600000004
3875,7+,,"Street In Concord village, South Investors Area, New Cairo City, Cairo",60,35000,Cairo,Egypt,commercial,550550.0,Shop,New Cairo City,30.02012785,31.498220627134504
3876,1,,"Sarayat Al Maadi, Hay El Maadi, Cairo",600,40000,Cairo,Egypt,commercial,629200.0,Office Space,Hay El Maadi,30.048819,31.243666
3877,7+,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",61,28000,Cairo,Egypt,commercial,440440.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3878,5,,"Al Nasr College squer, Maadi, Hay El Maadi, Cairo",25,3950,Cairo,Egypt,commercial,62133.5,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3879,5,,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo","10,000",1424700,Cairo,Egypt,commercial,22410531.0,Whole Building,Hay El Maadi,29.9925522,31.279391600000004
3880,4,,"Al Laselky St., El Laselky, New Maadi, Hay El Maadi, Cairo",600,115560,Cairo,Egypt,commercial,1817758.8,Office Space,Hay El Maadi,29.960331300000004,31.26305504108212
3881,4,,"Palestine St., New Maadi, Hay El Maadi, Cairo","2,200",247786,Cairo,Egypt,commercial,3897673.78,Office Space,Hay El Maadi,29.9925522,31.279391600000004
3882,1,,"Concord Plaza, South Investors Area, New Cairo City, Cairo",350,122500,Cairo,Egypt,commercial,1926925.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3883,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,750",600000,Cairo,Egypt,commercial,9438000.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3887,,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",80,35000,Cairo,Egypt,commercial,550550.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3889,2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",108,45000,Cairo,Egypt,commercial,707850.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3890,3,,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,15000,Cairo,Egypt,commercial,235950.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3893,1,,"The Water Way, North Investors Area, New Cairo City, Cairo",185,150000,Cairo,Egypt,commercial,2359500.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3894,3,,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",235,110000,Cairo,Egypt,commercial,1730300.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3895,2,,"Mohamed Mazhar St., Zamalek, Cairo",200,80000,Cairo,Egypt,commercial,1258400.0,Whole Building,Zamalek,30.048819,31.243666
3896,2,,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",70,6300000,Cairo,Egypt,commercial,99099000.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3899,3,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo","1,900",727000,Cairo,Egypt,commercial,11435710.0,Full Floor,New Cairo City,30.06310285,31.455447475107487
3902,3,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",40,4000,Cairo,Egypt,commercial,62920.0,Medical Facility,New Cairo City,30.02012785,31.498220627134504
3905,3,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,750",61200,Cairo,Egypt,commercial,962676.0,Bulk Rent Unit,New Cairo City,30.06310285,31.455447475107487
3907,2,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",120,57000,Cairo,Egypt,commercial,896610.0,Office Space,New Cairo City,29.9921014,31.4046293
3909,,,"Ismail Mohamed St., Zamalek, Cairo",120,14000,Cairo,Egypt,commercial,220220.0,Office Space,Zamalek,30.048819,31.243666
3916,3,,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",700,440000,Cairo,Egypt,commercial,6921200.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3921,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",140,70000,Cairo,Egypt,commercial,1101100.0,Retail,New Cairo City,30.06310285,31.455447475107487
3924,1,,"Midtown, South Investors Area, New Cairo City, Cairo",150,97000,Cairo,Egypt,commercial,1525810.0,Show Room,New Cairo City,30.02012785,31.498220627134504
3925,1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,22500,Cairo,Egypt,commercial,353925.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3926,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",144,86400,Cairo,Egypt,commercial,1359072.0,Retail,New Cairo City,30.06310285,31.455447475107487
3927,2,,"Cairo Medical Center CMC, North Teseen St., The 5th Settlement, New Cairo City, Cairo",60,20000,Cairo,Egypt,commercial,314600.0,Medical Facility,New Cairo City,30.06310285,31.455447475107487
3929,3,,"Sun City Gardens, Ext North Inves Area, New Cairo City, Cairo","1,000",100000,Cairo,Egypt,commercial,1573000.0,Shop,New Cairo City,30.02012785,31.498220627134504
3931,7+,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",650,266000,Cairo,Egypt,commercial,4184180.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3932,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",122,65000,Cairo,Egypt,commercial,1022450.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3933,1,,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",200,85000,Cairo,Egypt,commercial,1337050.0,Shop,New Cairo City,30.06310285,31.455447475107487
3934,2,,"Al Horreya St., New Maadi, Hay El Maadi, Cairo",320,100000,Cairo,Egypt,commercial,1573000.0,Shop,Hay El Maadi,29.9925522,31.279391600000004
3935,1,,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",120,48000,Cairo,Egypt,commercial,755040.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3936,1,,"District 2, The 5th Settlement, New Cairo City, Cairo",93,28830,Cairo,Egypt,commercial,453495.9,Office Space,New Cairo City,30.02012785,31.498220627134504
3937,1,,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",90,45000,Cairo,Egypt,commercial,707850.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3938,1,,"South Teseen St., The 5th Settlement, New Cairo City, Cairo",43,19000,Cairo,Egypt,commercial,298870.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3941,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",444,400000,Cairo,Egypt,commercial,6292000.0,Retail,New Cairo City,30.06310285,31.455447475107487
3942,7+,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,20000,Cairo,Egypt,commercial,314600.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3943,1,,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",124,120000,Cairo,Egypt,commercial,1887600.0,Shop,New Cairo City,30.02012785,31.498220627134504
3944,7+,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","6,000",1000,Cairo,Egypt,commercial,15730.0,Whole Building,New Cairo City,30.06310285,31.455447475107487
3946,1,,"Ismail Mohamed St., Zamalek, Cairo",160,15000,Cairo,Egypt,commercial,235950.0,Office Space,Zamalek,30.048819,31.243666
3947,1,,"North Teseen St., The 5th Settlement, New Cairo City, Cairo",600,270000,Cairo,Egypt,commercial,4247100.0,Shop,New Cairo City,30.02012785,31.498220627134504
3949,1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",185,130000,Cairo,Egypt,commercial,2044900.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3951,7+,,"The Water Way, North Investors Area, New Cairo City, Cairo",137,125000,Cairo,Egypt,commercial,1966250.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3953,3,,"Ahmed Heshmat St., Zamalek, Cairo",600,150000,Cairo,Egypt,commercial,2359500.0,Full Floor,Zamalek,30.048819,31.243666
3955,,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",300,255000,Cairo,Egypt,commercial,4011150.0,Retail,New Cairo City,30.06310285,31.455447475107487
3956,7+,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",103,55000,Cairo,Egypt,commercial,865150.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3957,2,,"Midtown, South Investors Area, New Cairo City, Cairo",150,130000,Cairo,Egypt,commercial,2044900.0,Shop,New Cairo City,30.02012785,31.498220627134504
3958,7+,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",122,65000,Cairo,Egypt,commercial,1022450.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3959,7+,,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",93,40000,Cairo,Egypt,commercial,629200.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3960,3,,"Mohamed Anis St., Zamalek, Cairo",240,25000,Cairo,Egypt,commercial,393250.0,Office Space,Zamalek,30.048819,31.243666
3962,1,,"The Water Way, North Investors Area, New Cairo City, Cairo",150,90000,Cairo,Egypt,commercial,1415700.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3963,7+,,"El Laselky St., Hay El Maadi, Cairo","4,500",80350,Cairo,Egypt,commercial,1263905.5,Office Space,Hay El Maadi,30.048819,31.243666
3964,4,,"26th July St., Zamalek, Cairo",480,40000,Cairo,Egypt,commercial,629200.0,Office Space,Zamalek,30.048819,31.243666
3966,3,,"Fifth Square, North Investors Area, New Cairo City, Cairo",240,15000,Cairo,Egypt,commercial,235950.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3969,1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",57,24000,Cairo,Egypt,commercial,377520.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3972,2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",125,65000,Cairo,Egypt,commercial,1022450.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3973,1,,"The Water Way, North Investors Area, New Cairo City, Cairo",137,115000,Cairo,Egypt,commercial,1808950.0,Office Space,New Cairo City,30.02012785,31.498220627134504
3974,1,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",120,60000,Cairo,Egypt,commercial,943800.0,Office Space,New Cairo City,29.9921014,31.4046293
3975,2,,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",316,95000,Cairo,Egypt,commercial,1494350.0,Shop,Hay El Maadi,29.9925522,31.279391600000004
3976,3,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",273,90000,Cairo,Egypt,commercial,1415700.0,Shop,New Cairo City,30.02012785,31.498220627134504
3977,1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",43,19000,Cairo,Egypt,commercial,298870.0,Office Space,New Cairo City,30.06310285,31.455447475107487
3979,2,,"Palestine St., New Maadi, Hay El Maadi, Cairo",90,12000,Cairo,Egypt,commercial,188760.0,Office Space,Hay El Maadi,29.9925522,31.279391600000004
