,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
2,4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,8400000,Cairo,Egypt,buy,132132000.0,Villa,New Cairo City,30.06310285,31.455447475107487
4,2,2,"Century City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",100,1425000,Cairo,Egypt,buy,22415250.0,Apartment,New Cairo City,30.06310285,31.455447475107487
5,7,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,11900000,Cairo,Egypt,buy,187187000.0,Villa,New Cairo City,30.06310285,31.455447475107487
6,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",305,3250000,Cairo,Egypt,buy,51122500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
8,7,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",640,13500000,Cairo,Egypt,buy,212355000.0,Villa,New Cairo City,30.06310285,31.455447475107487
9,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,6000000,Cairo,Egypt,buy,94380000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
10,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,6255000,Cairo,Egypt,buy,98391150.0,Villa,New Cairo City,30.06310285,31.455447475107487
12,7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",560,15000000,Cairo,Egypt,buy,235950000.0,Villa,New Cairo City,30.02012785,31.498220627134504
13,7,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,12000000,Cairo,Egypt,buy,188760000.0,Villa,New Cairo City,30.06310285,31.455447475107487
14,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",243,2750000,Cairo,Egypt,buy,43257500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
15,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3600000,Cairo,Egypt,buy,56628000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
16,2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",166,1840000,Cairo,Egypt,buy,28943200.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
17,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,290000,Cairo,Egypt,buy,4561700.0,Apartment,New Cairo City,30.06310285,31.455447475107487
18,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",204,10738888,Cairo,Egypt,buy,168922708.24,Townhouse,New Cairo City,30.06310285,31.455447475107487
19,2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",133,1380000,Cairo,Egypt,buy,21707400.0,Apartment,New Cairo City,30.06310285,31.455447475107487
20,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,8000000,Cairo,Egypt,buy,125840000.0,Villa,New Cairo City,30.06310285,31.455447475107487
21,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,4950000,Cairo,Egypt,buy,77863500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
22,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",335,6868000,Cairo,Egypt,buy,108033640.0,Twin House,New Cairo City,30.06310285,31.455447475107487
23,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",197,4000000,Cairo,Egypt,buy,62920000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
24,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6600000,Cairo,Egypt,buy,103818000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
25,4,5,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",301,4900000,Cairo,Egypt,buy,77077000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
26,2,2,"Al Riyadh Secon, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",120,2049000,Cairo,Egypt,buy,32230770.0,Apartment,New Cairo City,30.06310285,31.455447475107487
29,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3250000,Cairo,Egypt,buy,51122500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
30,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,5500000,Cairo,Egypt,buy,86515000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
31,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",311,5700000,Cairo,Egypt,buy,89661000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
32,7,6,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",630,17250000,Cairo,Egypt,buy,271342500.0,Villa,New Cairo City,30.02012785,31.498220627134504
33,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",302,3800000,Cairo,Egypt,buy,59774000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
34,6,6,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",620,13000000,Cairo,Egypt,buy,204490000.0,Villa,New Cairo City,30.02012785,31.498220627134504
35,2,3,"El Narges Buildings, Al Narges, New Cairo City, Cairo",205,1850000,Cairo,Egypt,buy,29100500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
36,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",236,2200000,Cairo,Egypt,buy,34606000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
39,3,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,3200000,Cairo,Egypt,buy,50336000.0,iVilla,New Cairo City,30.06310285,31.455447475107487
40,4,4,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,3500000,Cairo,Egypt,buy,55055000.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
41,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",440,8000000,Cairo,Egypt,buy,125840000.0,Villa,New Cairo City,30.06310285,31.455447475107487
42,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,7000000,Cairo,Egypt,buy,110110000.0,Villa,New Cairo City,30.06310285,31.455447475107487
43,2,2,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",133,2200000,Cairo,Egypt,buy,34606000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
44,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",238,2225000,Cairo,Egypt,buy,34999250.0,Apartment,New Cairo City,30.06310285,31.455447475107487
45,7+,6,"Aly Sharawy St., Al Narges 5, Al Narges, New Cairo City, Cairo","1,530",25000000,Cairo,Egypt,buy,393250000.0,Villa,New Cairo City,30.16316725,31.694583684837603
46,6,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,12000000,Cairo,Egypt,buy,188760000.0,Villa,New Cairo City,30.06310285,31.455447475107487
47,4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,11800000,Cairo,Egypt,buy,185614000.0,Villa,New Cairo City,30.06310285,31.455447475107487
48,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,1650000,Cairo,Egypt,buy,25954500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
49,3,4,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",210,2000000,Cairo,Egypt,buy,31460000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
50,3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",240,4000000,Cairo,Egypt,buy,62920000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
51,5,4,"Al Diyar, Al Narges, New Cairo City, Cairo",850,15500000,Cairo,Egypt,buy,243815000.0,Villa,New Cairo City,30.02012785,31.498220627134504
53,4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,8000000,Cairo,Egypt,buy,125840000.0,Villa,New Cairo City,30.06310285,31.455447475107487
54,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",304,6300000,Cairo,Egypt,buy,99099000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
56,2,2,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1400000,Cairo,Egypt,buy,22022000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
57,6,7,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",680,13500000,Cairo,Egypt,buy,212355000.0,Villa,New Cairo City,30.02012785,31.498220627134504
58,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",355,6900000,Cairo,Egypt,buy,108537000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
59,3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",127,1900000,Cairo,Egypt,buy,29887000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
60,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",211,2700000,Cairo,Egypt,buy,42471000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
61,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9600000,Cairo,Egypt,buy,151008000.0,Villa,New Cairo City,30.06310285,31.455447475107487
62,3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",345,4500000,Cairo,Egypt,buy,70785000.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
63,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",233,3400000,Cairo,Egypt,buy,53482000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
64,3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,2100000,Cairo,Egypt,buy,33033000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
65,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1700000,Cairo,Egypt,buy,26741000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
66,2,studio,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",88,950000,Cairo,Egypt,buy,14943500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
67,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",189,3200000,Cairo,Egypt,buy,50336000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
68,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",341,6900000,Cairo,Egypt,buy,108537000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
69,5,5,"Al Diyar, Al Narges, New Cairo City, Cairo",650,15500000,Cairo,Egypt,buy,243815000.0,Villa,New Cairo City,30.02012785,31.498220627134504
70,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",316,5400000,Cairo,Egypt,buy,84942000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
71,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",303,6000000,Cairo,Egypt,buy,94380000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
72,2,3,"Emaar Road, Nadi Al Sekka Al Hadid, Nasr City, Cairo",114,1105800,Cairo,Egypt,buy,17394234.0,Apartment,Nasr City,30.0521177,31.3422045
73,3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,4000000,Cairo,Egypt,buy,62920000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
74,3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",230,5250000,Cairo,Egypt,buy,82582500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
75,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,2750000,Cairo,Egypt,buy,43257500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
76,4,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",171,3700000,Cairo,Egypt,buy,58201000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
77,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,10250000,Cairo,Egypt,buy,161232500.0,Villa,New Cairo City,30.06310285,31.455447475107487
78,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",253,7500000,Cairo,Egypt,buy,117975000.0,Villa,New Cairo City,30.06310285,31.455447475107487
79,3,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1425000,Cairo,Egypt,buy,22415250.0,Apartment,New Cairo City,30.06310285,31.455447475107487
80,7,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",520,18400000,Cairo,Egypt,buy,289432000.0,Villa,New Cairo City,30.06310285,31.455447475107487
81,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",200,5000000,Cairo,Egypt,buy,78650000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
82,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,3000000,Cairo,Egypt,buy,47190000.0,iVilla,New Cairo City,30.06310285,31.455447475107487
83,2,2,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1985000,Cairo,Egypt,buy,31224050.0,Apartment,New Cairo City,30.06310285,31.455447475107487
84,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",590,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
85,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,6200000,Cairo,Egypt,buy,97526000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
86,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",233,3800000,Cairo,Egypt,buy,59774000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
87,2,2,"Emaar Road, Nadi Al Sekka Al Hadid, Nasr City, Cairo",115,1150000,Cairo,Egypt,buy,18089500.0,Apartment,Nasr City,30.0521177,31.3422045
88,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",347,9500000,Cairo,Egypt,buy,149435000.0,Villa,New Cairo City,30.06310285,31.455447475107487
89,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,7000000,Cairo,Egypt,buy,110110000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
90,2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,1550000,Cairo,Egypt,buy,24381500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
91,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,6800000,Cairo,Egypt,buy,106964000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
93,2,2,"Regents Park, Al Andalus District, New Cairo City, Cairo",137,21800000,Cairo,Egypt,buy,342914000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
94,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,6400000,Cairo,Egypt,buy,100672000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
95,2,3,"Midtown, South Investors Area, New Cairo City, Cairo",225,2650000,Cairo,Egypt,buy,41684500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
96,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,5300000,Cairo,Egypt,buy,83369000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
97,2,3,"Fifth Square, North Investors Area, New Cairo City, Cairo",135,2550000,Cairo,Egypt,buy,40111500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
98,7,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",620,13400000,Cairo,Egypt,buy,210782000.0,Villa,New Cairo City,30.02012785,31.498220627134504
99,5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",560,10750000,Cairo,Egypt,buy,169097500.0,Villa,New Cairo City,30.02012785,31.498220627134504
100,5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,6000000,Cairo,Egypt,buy,94380000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
102,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,5650000,Cairo,Egypt,buy,88874500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
103,3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",290,4600000,Cairo,Egypt,buy,72358000.0,Villa,New Cairo City,30.06310285,31.455447475107487
105,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,6500000,Cairo,Egypt,buy,102245000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
106,4,4,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",380,6500000,Cairo,Egypt,buy,102245000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
107,4,4,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",420,10000000,Cairo,Egypt,buy,157300000.0,Villa,New Cairo City,30.06310285,31.455447475107487
110,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",355,6700000,Cairo,Egypt,buy,105391000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
111,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",156,2850000,Cairo,Egypt,buy,44830500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
112,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",331,6700000,Cairo,Egypt,buy,105391000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
113,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",341,7000000,Cairo,Egypt,buy,110110000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
114,5,6,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",470,8500000,Cairo,Egypt,buy,133705000.0,Villa,New Cairo City,30.06310285,31.455447475107487
115,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",348,6900000,Cairo,Egypt,buy,108537000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
116,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",331,6400000,Cairo,Egypt,buy,100672000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
117,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",170,2000000,Cairo,Egypt,buy,31460000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
118,5,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,8062000,Cairo,Egypt,buy,126815260.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
120,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",279,5650000,Cairo,Egypt,buy,88874500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
121,2,3,"The MarQ, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",185,4200000,Cairo,Egypt,buy,66066000.0,Villa,New Cairo City,30.06310285,31.455447475107487
123,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",230,7500000,Cairo,Egypt,buy,117975000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
124,2,3,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",166,2160000,Cairo,Egypt,buy,33976800.0,Apartment,New Cairo City,30.06310285,31.455447475107487
125,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",253,8200000,Cairo,Egypt,buy,128986000.0,Villa,New Cairo City,30.06310285,31.455447475107487
126,3,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,5500000,Cairo,Egypt,buy,86515000.0,Apartment,Hay El Maadi,30.048819,31.243666
127,1,1,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",64,1200000,Cairo,Egypt,buy,18876000.0,Apartment,Shorouk City,30.11974305,31.606946946156224
128,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9250000,Cairo,Egypt,buy,145502500.0,Villa,New Cairo City,30.06310285,31.455447475107487
129,6,6,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",490,8500000,Cairo,Egypt,buy,133705000.0,Twin House,New Cairo City,29.9921014,31.4046293
130,3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,3300000,Cairo,Egypt,buy,51909000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
131,4,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",450,6000000,Cairo,Egypt,buy,94380000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
132,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",407,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
133,2,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",255,3500000,Cairo,Egypt,buy,55055000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
134,7,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,400",10000000,Cairo,Egypt,buy,157300000.0,Villa,New Cairo City,30.02012785,31.498220627134504
135,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",194,5200000,Cairo,Egypt,buy,81796000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
136,3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",291,1740000,Cairo,Egypt,buy,27370200.0,Duplex,New Cairo City,30.02012785,31.498220627134504
137,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",173,1550000,Cairo,Egypt,buy,24381500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
138,2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",161,1600000,Cairo,Egypt,buy,25168000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
139,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",305,3000000,Cairo,Egypt,buy,47190000.0,iVilla,New Cairo City,30.06310285,31.455447475107487
140,5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",520,4000000,Cairo,Egypt,buy,62920000.0,Villa,New Cairo City,30.02012785,31.498220627134504
141,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3500000,Cairo,Egypt,buy,55055000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
142,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3300000,Cairo,Egypt,buy,51909000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
143,2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",134,1500000,Cairo,Egypt,buy,23595000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
144,3,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",340,7500000,Cairo,Egypt,buy,117975000.0,Villa,New Cairo City,30.06310285,31.455447475107487
145,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",208,5036000,Cairo,Egypt,buy,79216280.0,Apartment,New Cairo City,30.06310285,31.455447475107487
146,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,5850000,Cairo,Egypt,buy,92020500.0,Twin House,New Cairo City,30.06310285,31.455447475107487
147,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,10600000,Cairo,Egypt,buy,166738000.0,Villa,New Cairo City,30.06310285,31.455447475107487
148,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",205,3320000,Cairo,Egypt,buy,52223600.0,Apartment,New Cairo City,30.06310285,31.455447475107487
149,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",243,5000000,Cairo,Egypt,buy,78650000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
150,2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1450000,Cairo,Egypt,buy,22808500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
151,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,5900000,Cairo,Egypt,buy,92807000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
152,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",328,7000000,Cairo,Egypt,buy,110110000.0,Villa,New Cairo City,30.06310285,31.455447475107487
153,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",183,4575000,Cairo,Egypt,buy,71964750.0,Apartment,New Cairo City,30.02012785,31.498220627134504
154,3,4,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",210,1850000,Cairo,Egypt,buy,29100500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
155,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,7900000,Cairo,Egypt,buy,124267000.0,Villa,New Cairo City,30.06310285,31.455447475107487
156,5,3,"Mohamed Mazhar St., Zamalek, Cairo",500,21000000,Cairo,Egypt,buy,330330000.0,Apartment,Zamalek,30.048819,31.243666
157,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9650000,Cairo,Egypt,buy,151794500.0,Villa,New Cairo City,30.06310285,31.455447475107487
158,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,7200000,Cairo,Egypt,buy,113256000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
159,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",357,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
160,4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,14000000,Cairo,Egypt,buy,220220000.0,Villa,New Cairo City,30.06310285,31.455447475107487
161,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,11386000,Cairo,Egypt,buy,179101780.0,Villa,New Cairo City,30.06310285,31.455447475107487
163,3,3,"Abou Dawoud Al Zahery St., 6th Zone, Nasr City, Cairo",230,2500000,Cairo,Egypt,buy,39325000.0,Apartment,Nasr City,30.0521177,31.3422045
164,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,10250000,Cairo,Egypt,buy,161232500.0,Villa,New Cairo City,30.06310285,31.455447475107487
165,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,15000000,Cairo,Egypt,buy,235950000.0,Villa,New Cairo City,30.06310285,31.455447475107487
