Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude,geometry
2,,"Al Saleh Ayoub St., Zamalek, Cairo",300,60000, Cairo,Egypt,commercial,943800.0,Office Space, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",75,25000, Cairo,Egypt,commercial,393250.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Street 9, Al Hadaba Al Olya, Mokattam, Cairo",200,55000, Cairo,Egypt,commercial,865150.0,Shop, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
1,,"District 1, The 5th Settlement, New Cairo City, Cairo",500,256000, Cairo,Egypt,commercial,4026880.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"District 1, The 5th Settlement, New Cairo City, Cairo",250,128000, Cairo,Egypt,commercial,2013440.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
,,"District 2, The 5th Settlement, New Cairo City, Cairo",214,103000, Cairo,Egypt,commercial,1620190.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
,,"District 2, The 5th Settlement, New Cairo City, Cairo",520,250000, Cairo,Egypt,commercial,3932500.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
,,"26th of July Corridor, Sheikh Zayed City, Giza",91,35000, Giza,Egypt,commercial,550550.0,Office Space, Sheikh Zayed City,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
,,"26th of July Corridor, Sheikh Zayed City, Giza",500,200000, Giza,Egypt,commercial,3146000.0,Retail, Sheikh Zayed City,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
,,"Street 10, Greens, 6th District, Sheikh Zayed City, Giza",92,25000, Giza,Egypt,commercial,393250.0,Office Space, Sheikh Zayed City,30.1594337,31.760475305305036,POINT (31.76047530530504 30.1594337)
,,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",375,225000, Cairo,Egypt,commercial,3539250.0,Land, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Akhnaton St., District 5, The 5th Settlement, New Cairo City, Cairo",65,15000, Cairo,Egypt,commercial,235950.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",58,23000, Cairo,Egypt,commercial,361790.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Al Khalifa Al Montaser St., 7th District, Nasr City, Cairo","1,260",230000, Cairo,Egypt,commercial,3617900.0,Office Space, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
2,,"Palm Hills   Palm Valley, 26th of July Corridor, 6 October City, Giza",147,100000, Giza,Egypt,commercial,1573000.0,Retail, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,,"Degla Square, Degla, Hay El Maadi, Cairo","6,500",1400000, Cairo,Egypt,commercial,22022000.0,Office Space, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
1,,"Mohamed Mazhar St., Zamalek, Cairo",340,90000, Cairo,Egypt,commercial,1415700.0,Shop, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
6,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",100,40000, Cairo,Egypt,commercial,629200.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,200",735000, Cairo,Egypt,commercial,11561550.0,Full Floor, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",90,40000, Cairo,Egypt,commercial,629200.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Street3, District 5, The 5th Settlement, New Cairo City, Cairo","1,800",1004400, Cairo,Egypt,commercial,15799212.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Al Mosheer Ahmed Ismail St.   El Obour Road, 7th District, Obour City, Qalyubia",630,35000, Qalyubia,Egypt,commercial,550550.0,Warehouse, Obour City,30.1914,31.450548,POINT (31.450548 30.1914)
,,"Street 200, Degla, Hay El Maadi, Cairo",370,26000, Cairo,Egypt,commercial,408980.0,Office Space, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
,,"Concord Plaza, South Investors Area, New Cairo City, Cairo",48,18000, Cairo,Egypt,commercial,283140.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,,"El Diplomaseen, The 5th Settlement, New Cairo City, Cairo",150,15000, Cairo,Egypt,commercial,235950.0,Retail, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,,"Al Tayaran St., Rabaa Al Adaweyah, Nasr City, Cairo",300,40000, Cairo,Egypt,commercial,629200.0,Office Space, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
1,,"Mirage City, The 1st Settlement, New Cairo City, Cairo",260,1000, Cairo,Egypt,commercial,15730.0,Shop, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",100,60000, Cairo,Egypt,commercial,943800.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,,"77 Mohamed Farid Axis, District 4, The 5th Settlement, New Cairo City, Cairo",400,18000, Cairo,Egypt,commercial,283140.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","1,200",480000, Cairo,Egypt,commercial,7550400.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Abou Al Feda St., Zamalek, Cairo",190,21000, Cairo,Egypt,commercial,330330.0,Office Space, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,,"Abou Al Feda St., Zamalek, Cairo",380,65000, Cairo,Egypt,commercial,1022450.0,Office Space, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
7+,,"Mohamed Rahim St., El Yasmeen 3, El Yasmeen, New Cairo City, Cairo",150,5500, Cairo,Egypt,commercial,86515.0,Office Space, New Cairo City,30.038078,31.450513,POINT (31.450513 30.038078)
1,,"Street 2, District 1, The 5th Settlement, New Cairo City, Cairo","1,300",250000, Cairo,Egypt,commercial,3932500.0,Bulk Rent Unit, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Sayed Zakaria St., Sheraton Al Matar, El Nozha, Cairo",500,80000, Cairo,Egypt,commercial,1258400.0,Shop, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
1,,"Abou Al Feda St., Zamalek, Cairo",180,25000, Cairo,Egypt,commercial,393250.0,Office Space, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
1,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",80,28000, Cairo,Egypt,commercial,440440.0,Retail, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",165,50000, Cairo,Egypt,commercial,786500.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"The Water Way, North Investors Area, New Cairo City, Cairo",185,157000, Cairo,Egypt,commercial,2469610.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
,,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",260,180000, Cairo,Egypt,commercial,2831400.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,7+,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",78,35000, Cairo,Egypt,commercial,550550.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Concord Plaza, South Investors Area, New Cairo City, Cairo","1,500",680000, Cairo,Egypt,commercial,10696400.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
5,,"Al Gezira El Wosta St. (Yousef Kamel), Zamalek, Cairo",130,44000, Cairo,Egypt,commercial,692120.0,Shop, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
1,,"Mohamed Kamel Hussein St., El Nozha El Gadida, El Nozha, Cairo",42,30000, Cairo,Egypt,commercial,471900.0,Retail, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
6,,"Al Mosheer Ahmed Ismail St.   El Obour Road, 7th District, Obour City, Qalyubia",600,35000, Qalyubia,Egypt,commercial,550550.0,Warehouse, Obour City,30.1914,31.450548,POINT (31.450548 30.1914)
4,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,17000, Cairo,Egypt,commercial,267410.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Remas, North Investors Area, New Cairo City, Cairo",124,120000, Cairo,Egypt,commercial,1887600.0,Shop, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
6,,"Cairo Medical Center CMC, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,11000, Cairo,Egypt,commercial,173030.0,Medical Facility, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Asmarat Heights, Al Hadaba Al Olya, Mokattam, Cairo",750,204000, Cairo,Egypt,commercial,3208920.0,Office Space, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
1,,"Al Rehab, Ataqa District, Suez",100,50000, Suez,Egypt,commercial,786500.0,Retail, Ataqa District,30.0742818,31.54437395381909,POINT (31.54437395381909 30.0742818)
3,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",80,40000, Cairo,Egypt,commercial,629200.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",65,30000, Cairo,Egypt,commercial,471900.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",235,85000, Cairo,Egypt,commercial,1337050.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"El Obour St., Sheraton Al Matar, El Nozha, Cairo",175,61000, Cairo,Egypt,commercial,959530.0,Office Space, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",100,35000, Cairo,Egypt,commercial,550550.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Business Plus, North Teseen St., The 5th Settlement, New Cairo City, Cairo",550,284000, Cairo,Egypt,commercial,4467320.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"The Water Way, North Investors Area, New Cairo City, Cairo",253,240350, Cairo,Egypt,commercial,3780705.5,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Medical Park Premier, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",112,56000, Cairo,Egypt,commercial,880880.0,Retail, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,300",400000, Cairo,Egypt,commercial,6292000.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Mohammed Al Maqref St., 6th Zone, Nasr City, Cairo",120,30000, Cairo,Egypt,commercial,471900.0,Shop, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",350,175000, Cairo,Egypt,commercial,2752750.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",38,15000, Cairo,Egypt,commercial,235950.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"6th of October University Library St, 2nd District, 6 October City, Giza",143,90000, Giza,Egypt,commercial,1415700.0,Retail, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,,"Mohamed Kamel Hussein St., El Nozha El Gadida, El Nozha, Cairo",42,25000, Cairo,Egypt,commercial,393250.0,Retail, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
2,,"Ahmed Shawky Axis, El Banafseg 1, El Banafseg, New Cairo City, Cairo",400,10000, Cairo,Egypt,commercial,157300.0,Warehouse, New Cairo City,30.0538553,31.468095,POINT (31.468095 30.0538553)
2,,"La Terra, South Investors Area, New Cairo City, Cairo",120,55000, Cairo,Egypt,commercial,865150.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",37,14000, Cairo,Egypt,commercial,220220.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"La Terra, South Investors Area, New Cairo City, Cairo",132,65000, Cairo,Egypt,commercial,1022450.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,140000, Cairo,Egypt,commercial,2202200.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Lebanon St., Mohandessin, Giza",80,13000, Giza,Egypt,commercial,204490.0,Office Space, Mohandessin,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
2,,"Al Tayaran St., Rabaa Al Adaweyah, Nasr City, Cairo",300,55000, Cairo,Egypt,commercial,865150.0,Office Space, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",52,23000, Cairo,Egypt,commercial,361790.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,,"Al Nasr Rd, Sheraton Al Matar, El Nozha, Cairo",900,160000, Cairo,Egypt,commercial,2516800.0,Villa, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",650,227500, Cairo,Egypt,commercial,3578575.0,Shop, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",200,90000, Cairo,Egypt,commercial,1415700.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",80,35000, Cairo,Egypt,commercial,550550.0,Shop, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Gameat Al Dewal Al Arabeya St., Mohandessin, Giza",450,100000, Giza,Egypt,commercial,1573000.0,Office Space, Mohandessin,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",60,27000, Cairo,Egypt,commercial,424710.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",130,90000, Cairo,Egypt,commercial,1415700.0,Retail, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Smart Village, Cairo Alexandria Desert Road, 6 October City, Giza","2,000",780000, Giza,Egypt,commercial,12269400.0,Office Space, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",350,227000, Cairo,Egypt,commercial,3570710.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
7+,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",750,350000, Cairo,Egypt,commercial,5505500.0,Half Floor, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Cairo Capital Center, North Teseen St., The 5th Settlement, New Cairo City, Cairo",70,28000, Cairo,Egypt,commercial,440440.0,Medical Facility, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",45,15000, Cairo,Egypt,commercial,235950.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Al Mokattam El Katameya Road, Al Hadaba Al Wosta, Mokattam, Cairo","2,400",395000, Cairo,Egypt,commercial,6213350.0,Whole Building, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",103,43000, Cairo,Egypt,commercial,676390.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Nasr City Towers, Nasr City Compounds, Nasr City, Cairo",360,30000, Cairo,Egypt,commercial,471900.0,Office Space, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
2,,"Al Shabab St., Sheikh Zayed City, Giza",500,125000, Giza,Egypt,commercial,1966250.0,Retail, Sheikh Zayed City,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",550,300000, Cairo,Egypt,commercial,4719000.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Youssef Abbas St., El Tawfik City, Nasr City, Cairo",70,14000, Cairo,Egypt,commercial,220220.0,Medical Facility, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
1,,"One Piece, North Teseen St., The 5th Settlement, New Cairo City, Cairo",270,180000, Cairo,Egypt,commercial,2831400.0,Retail, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",168,75000, Cairo,Egypt,commercial,1179750.0,Office Space, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
7+,,"Street6, District 2, The 5th Settlement, New Cairo City, Cairo",255,148000, Cairo,Egypt,commercial,2328040.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,,"Mohamed Maraashly St., Zamalek, Cairo",340,80000, Cairo,Egypt,commercial,1258400.0,Shop, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2,900",500000, Cairo,Egypt,commercial,7865000.0,Whole Building, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",60,25000, Cairo,Egypt,commercial,393250.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",150,50000, Cairo,Egypt,commercial,786500.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Abd Al Hameed Lotfy St., Dokki, Giza",650,80000, Giza,Egypt,commercial,1258400.0,Office Space, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
1,,"Abdel Hamid Badawy St., Sheraton Al Matar, El Nozha, Cairo","1,200",300000, Cairo,Egypt,commercial,4719000.0,Office Space, El Nozha,30.126217600000004,31.2960869,POINT (31.2960869 30.1262176)
,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",37,15000, Cairo,Egypt,commercial,235950.0,Medical Facility, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",66,29000, Cairo,Egypt,commercial,456170.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Al Mosheer Ahmed Ismail St.   El Obour Road, 7th District, Obour City, Qalyubia",500,30000, Qalyubia,Egypt,commercial,471900.0,Warehouse, Obour City,30.1914,31.450548,POINT (31.450548 30.1914)
,,"Asmarat Heights, Al Hadaba Al Olya, Mokattam, Cairo",350,87500, Cairo,Egypt,commercial,1376375.0,Office Space, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",155,85000, Cairo,Egypt,commercial,1337050.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",60,24000, Cairo,Egypt,commercial,377520.0,Medical Facility, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",105,100000, Cairo,Egypt,commercial,1573000.0,Shop, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
7+,,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",950,564300, Cairo,Egypt,commercial,8876439.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Waslet Dahshur Road, Green Belt, 6 October City, Giza","1,600",85000, Giza,Egypt,commercial,1337050.0,Office Space, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,,"Street3, District 5, The 5th Settlement, New Cairo City, Cairo","1,800",1004400, Cairo,Egypt,commercial,15799212.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Al Nahda Square, Maadi, Hay El Maadi, Cairo",375,75000, Cairo,Egypt,commercial,1179750.0,Office Space, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
7+,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",470,190000, Cairo,Egypt,commercial,2988700.0,Office Space, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",120,58000, Cairo,Egypt,commercial,912340.0,Office Space, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo","1,377",260000, Cairo,Egypt,commercial,4089800.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Street 253, Degla, Hay El Maadi, Cairo",250,60000, Cairo,Egypt,commercial,943800.0,Office Space, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
4,,"Street 53, District 2, The 5th Settlement, New Cairo City, Cairo",50,10000, Cairo,Egypt,commercial,157300.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Midtown, South Investors Area, New Cairo City, Cairo",150,100000, Cairo,Egypt,commercial,1573000.0,Retail, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",350,260000, Cairo,Egypt,commercial,4089800.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"The Water Way, North Investors Area, New Cairo City, Cairo",180,153000, Cairo,Egypt,commercial,2406690.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",59,25000, Cairo,Egypt,commercial,393250.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",100,55000, Cairo,Egypt,commercial,865150.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,,"The Water Way, North Investors Area, New Cairo City, Cairo",250,212500, Cairo,Egypt,commercial,3342625.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Midtown, South Investors Area, New Cairo City, Cairo",300,220000, Cairo,Egypt,commercial,3460600.0,Retail, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"The Water Way, North Investors Area, New Cairo City, Cairo",250,212000, Cairo,Egypt,commercial,3334760.0,Office Space, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",115,45000, Cairo,Egypt,commercial,707850.0,Retail, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",65,25000, Cairo,Egypt,commercial,393250.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",158,70000, Cairo,Egypt,commercial,1101100.0,Office Space, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",135,60000, Cairo,Egypt,commercial,943800.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,,"Bank Center Street, South Teseen St., The 5th Settlement, New Cairo City, Cairo",600,390000, Cairo,Egypt,commercial,6134700.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,22000, Cairo,Egypt,commercial,346060.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Medical Park Premier, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",57,15000, Cairo,Egypt,commercial,235950.0,Medical Facility, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,25000, Cairo,Egypt,commercial,393250.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Cairo Business Plaza, North Teseen St., The 5th Settlement, New Cairo City, Cairo",140,65000, Cairo,Egypt,commercial,1022450.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,,"Trivium Business Complex, North Teseen St., The 5th Settlement, New Cairo City, Cairo",55,22000, Cairo,Egypt,commercial,346060.0,Office Space, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
