Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude,geometry
2,2,"Ahmed Heshmat St., Zamalek, Cairo",200,28000, Cairo,Egypt,rent,440440.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",150,32000, Cairo,Egypt,rent,503360.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",200,45000, Cairo,Egypt,rent,707850.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,5,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",550,35000, Cairo,Egypt,rent,550550.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Ibn Zinky St., Zamalek, Cairo",200,40000, Cairo,Egypt,rent,629200.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
6,7,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",650,148000, Cairo,Egypt,rent,2328040.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Mohamed Anis St., Zamalek, Cairo",300,61000, Cairo,Egypt,rent,959530.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",150,23000, Cairo,Egypt,rent,361790.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,2,"Hassan Sabri St., Zamalek, Cairo",120,32000, Cairo,Egypt,rent,503360.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,5,"Street 6, Maadi, Hay El Maadi, Cairo",400,15000, Cairo,Egypt,rent,235950.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,2,"Mohamed Mazhar St., Zamalek, Cairo",120,20000, Cairo,Egypt,rent,314600.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,35200, Cairo,Egypt,rent,553696.0,Penthouse, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",700,89000, Cairo,Egypt,rent,1399970.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,3,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",160,22000, Giza,Egypt,rent,346060.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,12500, Cairo,Egypt,rent,196625.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",170,32000, Cairo,Egypt,rent,503360.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",300,48000, Cairo,Egypt,rent,755040.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,45000, Cairo,Egypt,rent,707850.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,1,"Sarayat Al Maadi, Hay El Maadi, Cairo",100,9000, Cairo,Egypt,rent,141570.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",210,48000, Cairo,Egypt,rent,755040.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",700,110600, Cairo,Egypt,rent,1739738.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,20000, Cairo,Egypt,rent,314600.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Aurora, Uptown Cairo, Mokattam, Cairo",179,15000, Cairo,Egypt,rent,235950.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",216,26500, Cairo,Egypt,rent,416845.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
1,1,"Ahmed Heshmat St., Zamalek, Cairo",120,22000, Cairo,Egypt,rent,346060.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",320,52000, Cairo,Egypt,rent,817960.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Mahmoud Azmy St., Zamalek, Cairo",170,23000, Cairo,Egypt,rent,361790.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Dr Hassan Al Sherif St., 8th Zone, Nasr City, Cairo",280,12000, Cairo,Egypt,rent,188760.0,Apartment, Nasr City,30.0521177,31.3422045,POINT (31.3422045 30.0521177)
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,64500, Cairo,Egypt,rent,1014585.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Alto, Uptown Cairo, Mokattam, Cairo",130,13000, Cairo,Egypt,rent,204490.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
4,4,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",275,22000, Cairo,Egypt,rent,346060.0,Duplex, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,25000, Cairo,Egypt,rent,393250.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
6,5,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",900,65000, Cairo,Egypt,rent,1022450.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",450,145000, Cairo,Egypt,rent,2280850.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Mohamed Mazhar St., Zamalek, Cairo",350,72000, Cairo,Egypt,rent,1132560.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,4,"Al Patio 1, North Investors Area, New Cairo City, Cairo",380,30000, Cairo,Egypt,rent,471900.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",190,20000, Cairo,Egypt,rent,314600.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,3,"Street 216, Degla, Hay El Maadi, Cairo",180,17000, Cairo,Egypt,rent,267410.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
4,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,92000, Cairo,Egypt,rent,1447160.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Al Gabalaya St., Zamalek, Cairo",200,35000, Cairo,Egypt,rent,550550.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Mohamed Mazhar St., Zamalek, Cairo",250,38500, Cairo,Egypt,rent,605605.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",480,50000, Cairo,Egypt,rent,786500.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",160,24500, Cairo,Egypt,rent,385385.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Mohamed Mazhar St., Zamalek, Cairo",120,32000, Cairo,Egypt,rent,503360.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Bahaa Eldeen Krakoush St., Zamalek, Cairo",180,32000, Cairo,Egypt,rent,503360.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",350,72000, Cairo,Egypt,rent,1132560.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Mohamed Mazhar St., Zamalek, Cairo",120,23250, Cairo,Egypt,rent,365722.5,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",320,39000, Cairo,Egypt,rent,613470.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",175,16000, Giza,Egypt,rent,251680.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",105000, Cairo,Egypt,rent,1651650.0,Duplex, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,3,"Amr Ibn Al-Aas St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",155,16500, Cairo,Egypt,rent,259545.0,Apartment, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
4,3,"Street 254, Degla, Hay El Maadi, Cairo",200,18000, Cairo,Egypt,rent,283140.0,Duplex, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Street 252, Degla, Hay El Maadi, Cairo",250,15000, Cairo,Egypt,rent,235950.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,14000, Cairo,Egypt,rent,220220.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,200",62920, Cairo,Egypt,rent,989731.6,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",450,55000, Cairo,Egypt,rent,865150.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,4,"Street 253, Degla, Hay El Maadi, Cairo",350,66500, Cairo,Egypt,rent,1046045.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,4,"Street 206, Degla, Hay El Maadi, Cairo",300,32000, Cairo,Egypt,rent,503360.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,30000, Cairo,Egypt,rent,471900.0,Penthouse, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",400,58000, Cairo,Egypt,rent,912340.0,Penthouse, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",130,30000, Cairo,Egypt,rent,471900.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,48000, Cairo,Egypt,rent,755040.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Road Inside Compound Al Safwa, Degla, Hay El Maadi, Cairo",270,10000, Cairo,Egypt,rent,157300.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",320,25000, Cairo,Egypt,rent,393250.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",308,96000, Cairo,Egypt,rent,1510080.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",170,13000, Cairo,Egypt,rent,204490.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Midtown, South Investors Area, New Cairo City, Cairo",225,17000, Cairo,Egypt,rent,267410.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,32000, Cairo,Egypt,rent,503360.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",200,23000, Cairo,Egypt,rent,361790.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",213,13000, Cairo,Egypt,rent,204490.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,2,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Area B, Ganoob El Acadimia, New Cairo City, Cairo",330,11000, Cairo,Egypt,rent,173030.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,32000, Cairo,Egypt,rent,503360.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
4,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",350,50000, Cairo,Egypt,rent,786500.0,Twin House, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,3,"Al Amn Al Aam Compound, The 1st Settlement, New Cairo City, Cairo",200,12000, Cairo,Egypt,rent,188760.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
5,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",80000, Cairo,Egypt,rent,1258400.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Hassan Sabri St., Zamalek, Cairo",350,62000, Cairo,Egypt,rent,975260.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",120,16000, Cairo,Egypt,rent,251680.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
6,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",153000, Cairo,Egypt,rent,2406690.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Al Gezira El Wosta St. (Yousef Kamel), Zamalek, Cairo",120,19000, Cairo,Egypt,rent,298870.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,47000, Cairo,Egypt,rent,739310.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",710,78000, Cairo,Egypt,rent,1226940.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,78000, Cairo,Egypt,rent,1226940.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
5,6,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,700",145000, Cairo,Egypt,rent,2280850.0,Duplex, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,25000, Cairo,Egypt,rent,393250.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,85000, Cairo,Egypt,rent,1337050.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",135,16000, Cairo,Egypt,rent,251680.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,2,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",196,17000, Giza,Egypt,rent,267410.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"The Village, South Investors Area, New Cairo City, Cairo",146,20000, Cairo,Egypt,rent,314600.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,4,"Degla Square, Degla, Hay El Maadi, Cairo","4,350",64000, Cairo,Egypt,rent,1006720.0,Villa, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,4,"Ganoob El Acadimia, New Cairo City, Cairo",217,14000, Cairo,Egypt,rent,220220.0,Apartment, New Cairo City,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Hassan Sabri St., Zamalek, Cairo",220,41000, Cairo,Egypt,rent,644930.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,3,"Abou Al Feda St., Zamalek, Cairo",220,24000, Cairo,Egypt,rent,377520.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Abou Al Feda St., Zamalek, Cairo",200,24000, Cairo,Egypt,rent,377520.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Palm Parks   Palm Hills, South Dahshur Link, 6 October City, Giza",234,25000, Giza,Egypt,rent,393250.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,3,"Street 251, Degla, Hay El Maadi, Cairo",250,35000, Cairo,Egypt,rent,550550.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
5,4,"River Walk, North Investors Area, New Cairo City, Cairo",800,56000, Cairo,Egypt,rent,880880.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,70000, Cairo,Egypt,rent,1101100.0,Duplex, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Othmman Ibn Affan St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",180,18000, Cairo,Egypt,rent,283140.0,Apartment, New Cairo City,30.063584,31.4889939,POINT (31.4889939 30.063584)
3,3,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",230,30000, Giza,Egypt,rent,471900.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
1,1,"Shagaret Al Dor St., Zamalek, Cairo",80,12000, Cairo,Egypt,rent,188760.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",250,25000, Cairo,Egypt,rent,393250.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,40000, Cairo,Egypt,rent,629200.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",88000, Cairo,Egypt,rent,1384240.0,Duplex, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",170,20000, Cairo,Egypt,rent,314600.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,36000, Cairo,Egypt,rent,566280.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",750,72000, Cairo,Egypt,rent,1132560.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",400,64000, Cairo,Egypt,rent,1006720.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Palm Hills October, Cairo Alexandria Desert Road, 6 October City, Giza",280,30000, Giza,Egypt,rent,471900.0,Townhouse, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",133,8000, Cairo,Egypt,rent,125840.0,Apartment, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,87000, Cairo,Egypt,rent,1368510.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,119000, Cairo,Egypt,rent,1871870.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",218,18000, Cairo,Egypt,rent,283140.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Terencia, Uptown Cairo, Mokattam, Cairo",313,40000, Cairo,Egypt,rent,629200.0,Villa, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,3,"El Gezirah St., Zamalek, Cairo",300,64000, Cairo,Egypt,rent,1006720.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,2,"Mohamed Maraashly St., Zamalek, Cairo",250,39000, Cairo,Egypt,rent,613470.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",480,32300, Cairo,Egypt,rent,508079.0,Villa, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
5,4,"Mirage City, The 1st Settlement, New Cairo City, Cairo",500,94800, Cairo,Egypt,rent,1491204.0,Villa, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",135000, Cairo,Egypt,rent,2123550.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
1,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",140,30000, Cairo,Egypt,rent,471900.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,4,"El Gezirah St., Zamalek, Cairo",300,56000, Cairo,Egypt,rent,880880.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Street 209, Degla, Hay El Maadi, Cairo",280,20000, Cairo,Egypt,rent,314600.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,20000, Cairo,Egypt,rent,314600.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
7+,7+,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",628,55000, Giza,Egypt,rent,865150.0,Townhouse, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
4,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,89000, Cairo,Egypt,rent,1399970.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",368,30000, Cairo,Egypt,rent,471900.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",160,21000, Cairo,Egypt,rent,330330.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,4,"Street 203, Degla, Hay El Maadi, Cairo",270,28000, Cairo,Egypt,rent,440440.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",750,95000, Cairo,Egypt,rent,1494350.0,Duplex, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,2,"Ahmed Heshmat St., Zamalek, Cairo",120,21000, Cairo,Egypt,rent,330330.0,Apartment, Zamalek,30.048819,31.243666,POINT (31.243666 30.048819)
3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",153,13500, Cairo,Egypt,rent,212355.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,3,"The Sierras, Uptown Cairo, Mokattam, Cairo",202,15000, Cairo,Egypt,rent,235950.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",220,23000, Cairo,Egypt,rent,361790.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,25000, Cairo,Egypt,rent,393250.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,3,"Street 200, Degla, Hay El Maadi, Cairo",250,12000, Cairo,Egypt,rent,188760.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",203,15000, Cairo,Egypt,rent,235950.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
1,1,"Sarayat Al Maadi, Hay El Maadi, Cairo",90,14500, Cairo,Egypt,rent,228085.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,16000, Cairo,Egypt,rent,251680.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,600",110600, Cairo,Egypt,rent,1739738.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,35500, Cairo,Egypt,rent,558415.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",160,38000, Cairo,Egypt,rent,597740.0,Apartment, Hay El Maadi,30.048819,31.243666,POINT (31.243666 30.048819)
