Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,lat,lon
1,1,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",64,1200000, Cairo,Egypt,buy,18876000.0,Apartment, Shorouk City,30.11974305,31.606946946156224
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9250000, Cairo,Egypt,buy,145502500.0,Villa, New Cairo City,30.06310285,31.45544747510749
1,3,"Mountain view Sokhna, Mountain view, Al Ain Al Sokhna, Suez",125,1500000, Suez,Egypt,buy,23595000.0,Chalet, Al Ain Al Sokhna,0.0,0.0
6,6,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",490,8500000, Cairo,Egypt,buy,133705000.0,Twin House, New Cairo City,29.9921014,31.4046293
3,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,3300000, Cairo,Egypt,buy,51909000.0,Duplex, New Cairo City,30.06310285,31.45544747510749
4,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",450,6000000, Cairo,Egypt,buy,94380000.0,Twin House, New Cairo City,30.02012785,31.498220627134504
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",407,9000000, Cairo,Egypt,buy,141570000.0,Villa, New Cairo City,30.06310285,31.45544747510749
2,3,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",255,3500000, Cairo,Egypt,buy,55055000.0,Duplex, New Cairo City,30.06310285,31.45544747510749
7,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,400",10000000, Cairo,Egypt,buy,157300000.0,Villa, New Cairo City,30.02012785,31.498220627134504
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",194,5200000, Cairo,Egypt,buy,81796000.0,Apartment, New Cairo City,30.02012785,31.498220627134504
4,4,"Cairo University Compound, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",300,1399000, Giza,Egypt,buy,22006270.0,Penthouse, Sheikh Zayed City,30.048347,30.9832235
3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",291,1740000, Cairo,Egypt,buy,27370200.0,Duplex, New Cairo City,30.02012785,31.498220627134504
3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",173,1550000, Cairo,Egypt,buy,24381500.0,Apartment, New Cairo City,30.06310285,31.45544747510749
